street,correct
Q22290863,1.0
Q78134559,0.0
Q100144660,0.0
Q65807734,0.0
Q15689880,0.0
Q106615499,0.0
Q97391998,0.0
Q99397439,0.0
Q99542383,0.0
Q99731180,1.0
Q99739798,0.0
Q106615227,0.0
Q101186849,0.0
Q84013808,0.0
Q98792941,0.0
Q65966843,0.0
Q88962318,0.0
Q99397149,0.0
Q65924421,0.0
Q106615506,0.0
Q58492655,1.0
Q106256953,0.0
Q72661922,0.0
Q105971240,0.0
Q105152830,0.0
Q104164692,0.0
Q95627745,1.0
Q56101900,0.0
Q67207902,0.0
Q95143884,0.0
Q98793056,0.0
Q19258759,0.0
Q97965513,0.0
Q52557172,0.0
Q98810344,0.0
Q97319733,0.0
Q65807734,0.0
Q106680050,0.0
Q97823282,0.0
Q100692500,0.0
Q105965947,0.0
Q106615268,0.0
Q78134559,0.0
Q106615171,0.0
Q1316692,0.0
Q100692388,0.0
Q97385051,0.0
Q100692202,0.0
Q67207902,0.0
Q28966761,0.0
Q65665744,0.0
Q98208552,0.0
Q99737058,1.0
Q98005623,0.0
Q97681723,0.0
Q67852713,0.0
Q97319701,0.0
Q99397148,0.0
Q100292690,0.0
Q103553937,0.0
Q98951675,0.0
Q97624626,0.0
Q104164090,0.0
Q93598049,0.0
Q95234002,0.0
Q99396347,0.0
Q72661179,0.0
Q99739798,0.0
Q105418971,0.0
Q106605047,0.0
Q98702608,0.0
Q97460178,0.0
Q17379708,0.0
Q99397151,0.0
Q104028339,0.0
Q60041569,0.0
Q99523233,0.0
Q100691776,0.0
Q17379407,0.0
Q67279088,0.0
Q68012159,0.0
Q104028328,0.0
Q103356000,0.0
Q93205449,0.0
Q52557098,0.0
Q63870940,0.0
Q104028330,0.0
Q55189560,0.0
Q15651079,0.0
Q95141102,0.0
Q66817162,0.0
Q67363310,0.0
Q97441162,0.0
Q98936017,0.0
Q99395941,0.0
Q100692262,0.0
Q98644789,0.0
Q28195025,0.0
Q73259796,0.0
Q98603783,0.0
Q64734894,0.0
Q98704343,0.0
Q22443182,0.0
Q97485769,0.0
Q105042744,0.0
Q97823744,0.0
Q88904370,0.0
Q52591084,0.0
Q98168258,0.0
Q13313473,1.0
Q22443182,0.0
Q99523233,0.0
Q28921933,0.0
Q65550766,0.0
Q15651079,0.0
Q21777273,0.0
Q89492027,1.0
Q100235811,0.0
Q681396,0.0
Q100936716,0.0
Q105820886,0.0
Q96745778,0.0
Q97593188,0.0
Q103763840,0.0
Q58482822,0.0
Q97485588,0.0
Q100598253,0.0
Q104668035,0.0
Q319365,0.0
Q60041540,1.0
Q106451432,0.0
Q104968384,0.0
Q100256274,0.0
Q66813778,0.0
Q97285612,0.0
Q15618601,0.0
Q98168855,0.0
Q72662007,0.0
Q998416,0.0
Q1914192,0.0
Q80492717,0.0
Q18071670,0.0
Q1724188,0.0
Q52556841,0.0
Q95716791,1.0
Q17354242,0.0
Q97839815,0.0
Q99397289,0.0
Q106451456,0.0
Q84213650,0.0
Q100692248,0.0
Q100692526,0.0
Q15632120,0.0
Q77244916,0.0
Q106170754,0.0
Q102303742,0.0
Q98811460,0.0
Q52556695,0.0
Q97392822,0.0
Q65945476,0.0
Q81045096,0.0
Q106615499,0.0
Q99730706,0.0
Q106144085,1.0
Q95690294,0.0
Q77339938,0.0
Q63436873,0.0
Q101104059,0.0
Q98682109,0.0
Q98682109,0.0
Q98582323,0.0
Q89601769,0.0
Q106678317,0.0
Q98601571,0.0
Q103897205,0.0
Q1044279,0.0
Q105514875,0.0
Q52557260,0.0
Q99662821,1.0
Q52556746,1.0
Q97384118,0.0
Q61754725,0.0
Q1805268,0.0
Q97441162,0.0
Q99727520,1.0
Q100159346,0.0
Q15887876,0.0
Q98381655,0.0
Q97979218,0.0
Q878447,1.0
Q100691899,0.0
Q101097685,0.0
Q101956635,1.0
Q98810211,0.0
Q61001497,0.0
Q99727352,0.0
Q61828444,0.0
Q72661795,0.0
Q101413764,0.0
Q97827559,0.0
Q99740006,1.0
Q97823894,0.0
Q97060160,0.0
Q104968381,1.0
Q99396358,0.0
Q101438134,0.0
Q99727403,0.0
Q90140605,0.0
Q25089204,0.0
Q100477477,0.0
Q99731011,0.0
Q97485769,0.0
Q100272796,1.0
Q101072734,0.0
Q52557199,0.0
Q319365,0.0
Q80783514,0.0
Q66087588,0.0
Q105037355,0.0
Q63435828,0.0
Q96337898,0.0
Q78581962,0.0
Q102359238,1.0
Q100691968,0.0
Q1724188,0.0
Q67867412,0.0
Q105037355,0.0
Q98792936,0.0
Q106606056,0.0
Q105924795,1.0
Q1456957,0.0
Q98531194,1.0
Q97571240,1.0
Q83496029,0.0
Q86182228,0.0
Q101190473,0.0
Q17522126,0.0
Q104680281,0.0
Q100936701,0.0
Q100692757,0.0
Q105152830,0.0
Q100701382,0.0
Q97391998,0.0
Q98601617,0.0
Q99396487,0.0
Q104163980,1.0
Q105070362,0.0
Q100421248,0.0
Q67868178,0.0
Q2302197,0.0
Q52556746,0.0
Q15725665,0.0
Q99730025,1.0
Q99739826,0.0
Q105924806,0.0
Q73259796,1.0
Q106605256,0.0
Q98645406,0.0
Q105533078,0.0
Q83618993,0.0
Q72662293,0.0
Q60501882,1.0
Q20640573,0.0
Q104211986,1.0
Q100691823,0.0
Q98538621,0.0
Q104163751,1.0
Q105824263,1.0
Q67311521,0.0
Q17486182,0.0
Q93205449,0.0
Q65665502,1.0
Q99727402,0.0
Q27495165,0.0
Q97317133,0.0
Q23835409,0.0
Q98068233,0.0
Q100692762,0.0
Q22287975,0.0
Q19964322,0.0
Q81942826,1.0
Q52556838,1.0
Q90009888,0.0
Q98269887,0.0
Q1897944,0.0
Q98208105,0.0
Q56106612,0.0
Q52557252,0.0
Q99938165,0.0
Q75693713,0.0
Q66311013,0.0
Q84013808,0.0
Q83972969,0.0
Q29282809,0.0
Q98205052,1.0
Q95431254,0.0
Q58122415,1.0
Q98704300,0.0
Q104812781,0.0
Q105045772,0.0
Q105634156,0.0
Q56098708,0.0
Q61740275,0.0
Q98381510,0.0
Q95104613,0.0
Q65924421,0.0
Q470949,0.0
Q65550766,0.0
Q1687741,1.0
Q105971206,0.0
Q98810344,0.0
Q105836358,0.0
Q98558448,0.0
Q101187620,0.0
Q15649816,0.0
Q58214096,0.0
Q104092430,0.0
Q66619028,0.0
Q101208899,0.0
Q63870964,0.0
Q100692590,0.0
Q97391654,0.0
Q100272798,0.0
Q106822986,0.0
Q99738263,0.0
Q99501062,0.0
Q97826336,0.0
Q106615561,0.0
Q100606404,0.0
Q97775131,0.0
Q100692652,0.0
Q63436071,0.0
Q56088521,0.0
Q80458182,0.0
Q97253683,0.0
Q97381751,0.0
Q98603288,0.0
Q104164868,0.0
Q99730373,0.0
Q98068118,0.0
Q218055,0.0
Q83467481,0.0
Q63436873,0.0
Q99727643,0.0
Q98167748,0.0
Q56099975,1.0
Q98897505,0.0
Q97967386,0.0
Q98703728,1.0
Q56088521,0.0
Q101097685,0.0
Q56154116,0.0
Q105759579,0.0
Q63436873,0.0
Q67715009,0.0
Q72662514,0.0
Q99523233,0.0
Q67299503,0.0
Q105941552,0.0
Q98809817,0.0
Q22290286,0.0
Q52557246,0.0
Q97965485,1.0
Q98205742,0.0
Q21777245,0.0
Q98793080,0.0
Q72662113,0.0
Q98931003,0.0
Q98434012,1.0
Q99727951,0.0
Q97823713,0.0
Q105924743,0.0
Q98168334,0.0
Q99397150,0.0
Q98792848,0.0
Q105941496,0.0
Q67363310,0.0
Q72840860,1.0
Q99397148,0.0
Q100928743,0.0
Q23850790,0.0
Q15854274,0.0
Q99730479,1.0
Q56071635,0.0
Q100272805,0.0
Q105838450,0.0
Q106691324,0.0
Q105838450,0.0
Q106615618,0.0
Q78134930,0.0
Q99738282,0.0
Q105762173,0.0
Q100691899,0.0
Q57821010,0.0
Q106188011,0.0
Q99540588,0.0
Q106256953,0.0
Q100928188,1.0
Q106256952,0.0
Q104812781,0.0
Q56098708,0.0
Q97010146,0.0
Q58646939,0.0
Q100883424,1.0
Q16742152,0.0
Q106095092,1.0
Q72661839,0.0
Q67152086,0.0
Q99396840,0.0
Q15677413,0.0
Q98168855,0.0
Q98530998,0.0
Q96745796,0.0
Q2084327,0.0
Q99397105,0.0
Q97965516,0.0
Q805265,0.0
Q99731343,0.0
Q52557212,0.0
Q60041490,0.0
Q100692413,0.0
Q66087588,1.0
Q1796016,0.0
Q106857220,0.0
Q19963890,0.0
Q56064803,0.0
Q316361,0.0
Q55189560,0.0
Q96207680,0.0
Q31892253,0.0
Q76495678,1.0
Q98168761,0.0
Q2253583,0.0
Q100692074,0.0
Q72661895,0.0
Q99396028,1.0
Q22443182,0.0
Q106615495,0.0
Q99730696,0.0
Q52591084,0.0
Q106615511,0.0
Q97343425,0.0
Q103554903,0.0
Q106226372,0.0
Q15632120,0.0
Q78136633,1.0
Q998416,0.0
Q1979586,0.0
Q100928133,0.0
Q98168855,0.0
Q97966881,0.0
Q66311018,0.0
Q98202832,0.0
Q106857359,0.0
Q1019880,0.0
Q67854629,0.0
Q106615676,0.0
Q317582,0.0
Q97967328,0.0
Q104629856,0.0
Q98531387,1.0
Q52557176,0.0
Q63383301,0.0
Q93716021,0.0
Q105924825,0.0
Q95102312,0.0
Q86301709,0.0
Q101187620,0.0
Q105836358,0.0
Q99730141,0.0
Q98381494,0.0
Q1914192,0.0
Q65946448,0.0
Q65807734,0.0
Q640045,0.0
Q66214525,0.0
Q355872,0.0
Q105514795,0.0
Q101103874,0.0
Q101415647,0.0
Q97826786,1.0
Q47374892,0.0
Q477247,0.0
Q97715884,0.0
Q95627745,0.0
Q66310509,0.0
Q66817101,0.0
Q99741115,0.0
Q820025,0.0
Q100773098,0.0
Q98436331,0.0
Q100883424,0.0
Q98811524,0.0
Q1897944,0.0
Q87042876,0.0
Q99741051,1.0
Q96105016,0.0
Q28929770,0.0
Q95627745,0.0
Q365240,0.0
Q62537564,0.0
Q100692069,1.0
Q97709114,0.0
Q1464240,0.0
Q99727491,1.0
Q27495165,0.0
Q98530746,1.0
Q105970816,0.0
Q60243146,0.0
Q101187656,1.0
Q105835879,0.0
Q104088021,1.0
Q100234893,0.0
Q65948003,0.0
Q99730382,1.0
Q89912095,0.0
Q99396347,0.0
Q27976665,0.0
Q24328939,0.0
Q23786201,0.0
Q104680281,0.0
Q60243146,0.0
Q59743457,0.0
Q104164002,1.0
Q66817576,0.0
Q75995415,0.0
Q101504536,0.0
Q105904589,0.0
Q98810014,0.0
Q66135003,0.0
Q100144660,0.0
Q100928788,0.0
Q2550498,0.0
Q99727349,1.0
Q1019628,0.0
Q93942430,0.0
Q100692014,0.0
Q66310509,0.0
Q66023136,0.0
Q58651056,0.0
Q98792941,0.0
Q23786201,0.0
Q91169344,0.0
Q98005623,0.0
Q99396196,0.0
Q101189225,0.0
Q827831,1.0
Q100682319,0.0
Q98269887,0.0
Q18071670,0.0
Q90016550,0.0
Q1313194,0.0
Q105924585,0.0
Q105698287,0.0
Q97966528,0.0
Q52556787,0.0
Q105747769,0.0
Q67207902,0.0
Q98068829,0.0
Q102076658,0.0
Q52557314,0.0
Q1237723,0.0
Q72661732,0.0
Q100691779,0.0
Q99727352,1.0
Q78135860,0.0
Q99196999,0.0
Q106615498,0.0
Q98681658,0.0
Q98382130,0.0
Q98703681,0.0
Q104163714,0.0
Q97823894,0.0
Q98365870,0.0
Q101103978,1.0
Q98582366,0.0
Q20530658,0.0
Q83436172,0.0
Q99396842,0.0
Q97965040,0.0
Q106678317,0.0
Q98645239,0.0
Q105881131,0.0
Q218055,0.0
Q105878876,0.0
Q99397630,1.0
Q65505878,0.0
Q95690060,1.0
Q97775257,0.0
Q104542133,0.0
Q97384865,0.0
Q19278978,0.0
Q101103997,0.0
Q81833760,0.0
Q98268549,0.0
Q99740006,1.0
Q98038628,0.0
Q105037551,0.0
Q100712225,1.0
Q98366698,0.0
Q90141262,0.0
Q101437812,0.0
Q97484610,0.0
Q98704250,1.0
Q67604098,0.0
Q98812029,0.0
Q100936558,1.0
Q72662538,1.0
Q67311884,0.0
Q67604098,0.0
Q106615663,0.0
Q59567195,0.0
Q73371800,0.0
Q105045772,0.0
Q77455975,0.0
Q99734840,0.0
Q97823894,0.0
Q52786522,0.0
Q100256281,0.0
Q105970817,0.0
Q83467298,0.0
Q106451488,0.0
Q66817101,0.0
Q99396516,0.0
Q96607514,0.0
Q99727520,0.0
Q95104613,0.0
Q72661841,1.0
Q100086523,0.0
Q98681831,0.0
Q100691899,0.0
Q97624626,0.0
Q99560103,0.0
Q1313194,0.0
Q28770196,0.0
Q98434021,0.0
Q97966443,0.0
Q98167680,0.0
Q29282809,0.0
Q56233038,0.0
Q83436172,0.0
Q65966579,0.0
Q90473617,1.0
Q98915519,0.0
Q97441162,1.0
Q106615268,0.0
Q100235811,0.0
Q20640573,0.0
Q104164758,0.0
Q67197951,0.0
Q98811524,0.0
Q99740838,1.0
Q98544646,0.0
Q97485769,0.0
Q104670941,0.0
Q56106612,0.0
Q75693713,0.0
Q103554903,0.0
Q1606884,0.0
Q100936716,0.0
Q98681702,0.0
Q98582306,0.0
Q86300816,0.0
Q65924314,0.0
Q83873753,0.0
Q95390093,1.0
Q27098529,0.0
Q15813190,0.0
Q67440132,0.0
Q1606884,0.0
Q321244,1.0
Q100152148,0.0
Q99396842,0.0
Q67868306,0.0
Q100692015,0.0
Q21064024,0.0
Q56762065,0.0
Q97588479,0.0
Q98703724,1.0
Q61003831,0.0
Q100691779,0.0
Q104087785,0.0
Q72660992,1.0
Q67311521,0.0
Q105970809,0.0
Q100691774,0.0
Q97383936,0.0
Q16742152,0.0
Q100692363,0.0
Q99727970,0.0
Q23833672,0.0
Q15649828,0.0
Q98684490,1.0
Q97391654,0.0
Q56434117,0.0
Q100692208,1.0
Q65923992,0.0
Q106361554,0.0
Q91911578,0.0
Q101092578,1.0
Q96174752,0.0
Q93715494,0.0
Q99727403,0.0
Q54555873,0.0
Q67460253,1.0
Q23853900,0.0
Q72717338,0.0
Q55417030,0.0
Q103554903,0.0
Q98703789,0.0
Q97823894,0.0
Q98344153,1.0
Q99739826,0.0
Q99730696,0.0
Q106605090,0.0
Q105839348,0.0
Q100928667,0.0
Q98681675,0.0
Q105635679,0.0
Q80458182,0.0
Q97314043,0.0
Q98601408,0.0
Q100682321,0.0
Q100928188,0.0
Q60236408,0.0
Q105835921,0.0
Q98603783,0.0
Q106615497,0.0
Q69889802,0.0
Q99729921,0.0
Q477247,0.0
Q98208105,0.0
Q2550498,0.0
Q2148891,0.0
Q104679978,0.0
Q105302635,0.0
Q100692248,0.0
Q64734894,0.0
Q97966443,0.0
Q106605313,0.0
Q99745313,1.0
Q98645569,0.0
Q95391146,0.0
Q101189022,1.0
Q98153137,0.0
Q99731041,0.0
Q97822613,1.0
Q98681658,0.0
Q89054583,1.0
Q104628310,0.0
Q98966087,0.0
Q25805207,0.0
Q96359314,0.0
Q98162743,0.0
Q805265,0.0
Q59690398,0.0
Q52557102,0.0
Q102258959,0.0
Q98681723,0.0
Q1271015,0.0
Q85194588,0.0
Q98068829,0.0
Q80007223,0.0
Q100692051,0.0
Q63859415,0.0
Q98006529,1.0
Q94480129,0.0
Q101104028,0.0
Q67302038,0.0
Q100691776,0.0
Q105836358,0.0
Q99730126,1.0
Q106615649,0.0
Q98681663,0.0
Q95689737,0.0
Q66817283,0.0
Q2550498,0.0
Q1777998,0.0
Q15818433,0.0
Q104712633,0.0
Q101569376,0.0
Q98702564,0.0
Q23835398,0.0
Q98793052,0.0
Q78583444,0.0
Q104028364,0.0
Q315853,0.0
Q98703703,0.0
Q106615508,0.0
Q78134512,0.0
Q100349121,1.0
Q59167426,1.0
Q683226,0.0
Q100272795,1.0
Q99731343,0.0
Q81946420,1.0
Q67858788,0.0
Q99727970,0.0
Q100477477,0.0
Q106614594,0.0
Q97258882,0.0
Q106615498,0.0
Q97825629,1.0
Q104628318,0.0
Q25089373,1.0
Q52557218,0.0
Q76888123,0.0
Q99730787,1.0
Q104670941,0.0
Q105302635,0.0
Q97841102,0.0
Q67363310,0.0
Q106269074,0.0
Q98297501,0.0
Q52557102,0.0
Q100545501,1.0
Q97965485,0.0
Q105806703,0.0
Q98381476,1.0
Q100691823,0.0
Q106615255,0.0
Q99731727,0.0
Q69889802,0.0
Q100691939,0.0
Q93638629,0.0
Q99727531,1.0
Q101190440,1.0
Q61001497,0.0
Q56198098,0.0
Q90140189,0.0
Q95141102,0.0
Q2235819,0.0
Q100692245,0.0
Q89492027,0.0
Q56106612,0.0
Q21098794,0.0
Q104164104,1.0
Q93204559,0.0
Q104404327,0.0
Q65966843,0.0
Q27098546,0.0
Q98644352,0.0
Q105971218,0.0
Q100235099,0.0
Q98683312,0.0
Q99729921,0.0
Q98040375,0.0
Q95141102,0.0
Q52556785,0.0
Q63456875,1.0
Q71665843,0.0
Q90009888,0.0
Q104670941,0.0
Q67302038,0.0
Q100431685,1.0
Q104628310,0.0
Q88885754,0.0
Q1614782,0.0
Q61001497,1.0
Q89006246,1.0
Q100235762,0.0
Q81946420,1.0
Q1099217,0.0
Q97284972,0.0
Q29417411,0.0
Q67856529,0.0
Q106615255,1.0
Q101104011,0.0
Q88962318,0.0
Q78132772,0.0
Q98681641,0.0
Q100235099,0.0
Q106615559,0.0
Q105824222,0.0
Q104164099,1.0
Q21155348,0.0
Q69889802,0.0
Q97482192,0.0
Q105575329,0.0
Q100691851,0.0
Q52785842,0.0
Q97343166,1.0
Q106451488,0.0
Q62007898,0.0
Q96337898,0.0
Q106102117,0.0
Q59743457,0.0
Q94719297,0.0
Q99739922,0.0
Q98582363,0.0
Q23853993,0.0
Q96678317,1.0
Q100606404,0.0
Q98793052,0.0
Q105042744,0.0
Q95431254,0.0
Q99396487,0.0
Q1044279,0.0
Q52557212,0.0
Q105755205,0.0
Q105971183,0.0
Q104417343,0.0
Q23786201,0.0
Q1252206,0.0
Q23828708,1.0
Q106075480,1.0
Q72941934,0.0
Q99730373,0.0
Q106704825,1.0
Q96196353,0.0
Q106678317,0.0
Q52556789,0.0
Q97459963,0.0
Q99075132,1.0
Q56232429,0.0
Q104164046,0.0
Q15848272,0.0
Q56154116,0.0
Q98167563,0.0
Q100930338,1.0
Q104444453,0.0
Q105037551,1.0
Q65768651,0.0
Q2250385,0.0
Q101104028,0.0
Q93204559,0.0
Q66057575,0.0
Q98645642,0.0
Q56424730,1.0
Q80458643,0.0
Q89752160,0.0
Q98645406,0.0
Q98602739,0.0
Q1471740,0.0
Q65807734,0.0
Q66370879,0.0
Q100691861,0.0
Q56099975,0.0
Q98681831,0.0
Q100692074,0.0
Q97705187,0.0
Q98645495,0.0
Q97010146,0.0
Q98897765,1.0
Q1220344,0.0
Q96059923,0.0
Q1167898,0.0
Q56071635,0.0
Q58454806,0.0
Q105755210,0.0
Q1457711,0.0
Q106615649,0.0
Q63871162,0.0
Q97382789,0.0
Q66817257,0.0
Q96359306,0.0
Q104028381,0.0
Q99731679,1.0
Q73666554,0.0
Q98681702,0.0
Q105119300,0.0
Q2232628,0.0
Q60041542,0.0
Q72660970,0.0
Q99397150,0.0
Q97593188,0.0
Q104587470,1.0
Q97965040,0.0
Q52557172,0.0
Q88778803,0.0
Q98231757,0.0
Q97579146,0.0
Q100692270,0.0
Q97441051,1.0
Q104640851,0.0
Q99397569,0.0
Q72840860,0.0
Q89601769,0.0
Q104119802,0.0
Q98897505,0.0
Q17354242,0.0
Q104507204,0.0
Q80783514,0.0
Q90710459,0.0
Q101437806,0.0
Q97285048,0.0
Q97965505,0.0
Q100598253,0.0
Q83496029,0.0
Q106615499,0.0
Q98582422,0.0
Q52556767,1.0
Q55189560,0.0
Q72662274,0.0
Q97284972,0.0
Q72661726,0.0
Q97314995,0.0
Q98382149,0.0
Q97775717,0.0
Q15854274,0.0
Q98702782,0.0
Q97980166,0.0
Q56064803,0.0
Q98809817,0.0
Q1727470,1.0
Q96146856,0.0
Q104403926,0.0
Q99540588,0.0
Q99397151,0.0
Q59466262,0.0
Q821393,0.0
Q98205854,0.0
Q101103978,0.0
Q67262926,0.0
Q66720616,0.0
Q97485791,0.0
Q99729949,0.0
Q98382149,0.0
Q96089945,0.0
Q72662039,0.0
Q100235811,0.0
Q98813830,0.0
Q52557171,1.0
Q81209649,0.0
Q80783514,0.0
Q99396985,0.0
Q28195025,0.0
Q1628594,0.0
Q99727377,0.0
Q100928048,0.0
Q1534237,0.0
Q78136572,0.0
Q100691939,1.0
Q104628318,0.0
Q98704324,0.0
Q52556868,0.0
Q100692698,0.0
Q98703728,0.0
Q84536015,1.0
Q65770154,1.0
Q95689737,0.0
Q105336463,0.0
Q96174752,0.0
Q98434004,0.0
Q104028328,0.0
Q95104613,0.0
Q58045037,0.0
Q65768788,0.0
Q15848272,0.0
Q98704328,0.0
Q98812672,0.0
Q72662145,1.0
Q66587505,0.0
Q100292510,0.0
Q17354242,0.0
Q96207680,0.0
Q78017651,0.0
Q23786201,0.0
Q98248718,0.0
Q99738998,0.0
Q95234002,0.0
Q52556705,1.0
Q78132097,0.0
Q105820889,0.0
Q98172763,0.0
Q52557176,0.0
Q98897158,0.0
Q47374892,0.0
Q98703728,0.0
Q72662045,0.0
Q100691820,0.0
Q98582245,0.0
Q99397118,0.0
Q99727924,0.0
Q253110,0.0
Q97775063,1.0
Q63870819,0.0
Q104028339,0.0
Q81709163,0.0
Q98582355,0.0
Q52557212,0.0
Q100692762,0.0
Q315853,0.0
Q58821416,0.0
Q100692387,0.0
Q100488327,0.0
Q72662385,1.0
Q99396476,0.0
Q58482856,0.0
Q67197951,0.0
Q100928188,0.0
Q104728169,0.0
